Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size|ETF|NextShares
ASNS|Actelis Networks, Inc. - Common Stock|S|N|D|100|N|N
ASO|Academy Sports and Outdoors, Inc. - Common Stock|Q|N|N|100|N|N
ASPI|ASP Isotopes Inc. - Common Stock|S|N|N|100|N|N
ASPS|Altisource Portfolio Solutions S.A. - Common Stock|Q|N|N|100|N|N
ASRT|Assertio Holdings, Inc. - Common Stock|S|N|N|100|N|N
ASRV|AmeriServ Financial Inc. - Common Stock|G|N|N|100|N|N
ASST|Asset Entities Inc. - Class B Common Stock|S|N|D|100|N|N
ASTC|Astrotech Corporation - Common Stock|S|N|N|100|N|N
ASTE|Astec Industries, Inc. - Common Stock|Q|N|N|100|N|N
ASTH|Astrana Health Inc. - Common Stock|S|N|N|100|N|N
ASTI|Ascent Solar Technologies, Inc - Common Stock|S|N|D|100|N|N
ASTL|Algoma Steel Group Inc. - Common Shares|G|N|N|100|N|N
ASTLW|Algoma Steel Group Inc. - Warrant|G|N|N|100|N|N
ASTR|Astra Space, Inc. - Class A Common Stock|S|N|D|100|N|N
ASTS|AST SpaceMobile, Inc. - Class A Common Stock|Q|N|N|100|N|N
ASTSW|AST SpaceMobile, Inc. - Warrant|Q|N|N|100|N|N
ASUR|Asure Software Inc - Common Stock|S|N|N|100|N|N
ASYS|Amtech Systems, Inc. - Common Stock|Q|N|N|100|N|N
ATAI|ATAI Life Sciences N.V. - Common Shares|G|N|N|100|N|N
ATAT|Atour Lifestyle Holdings Limited - American Depositary Shares|Q|N|N|100|N|N
ATCOL|Atlas Corp. - 7.125% Notes due 2027|G|N|N|100|N|N
ATEC|Alphatec Holdings, Inc. - Common Stock|Q|N|N|100|N|N
ATER|Aterian, Inc. - Common Stock|S|N|N|100|N|N
ATEX|Anterix Inc. - Common Stock|S|N|N|100|N|N
ATGL|Alpha Technology Group Limited - Ordinary Shares|S|N|N|100|N|N
ATHA|Athira Pharma, Inc. - Common Stock|Q|N|N|100|N|N
ATHE|Alterity Therapeutics Limited - American Depositary Shares|S|N|N|100|N|N
ATIF|ATIF Holdings Limited - Ordinary Shares|S|N|D|100|N|N
ATLC|Atlanticus Holdings Corporation - Common Stock|Q|N|N|100|N|N
ATLCL|Atlanticus Holdings Corporation - 6.125% Senior Notes due 2026|G|N|N|100|N|N
ATLCP|Atlanticus Holdings Corporation - 7.625% Series B Cumulative Perpetual Preferred Stock, no par value per share|Q|N|N|100|N|N
ATLCZ|Atlanticus Holdings Corporation - 9.25% Senior Notes due 2029|G|N|N|100|N|N
ATLO|Ames National Corporation - Common Stock|S|N|N|100|N|N
ATLX|Atlas Lithium Corporation - Common Stock|S|N|N|100|N|N
ATMC|AlphaTime Acquisition Corp - Ordinary Shares|G|N|N|100|N|N
ATMCR|AlphaTime Acquisition Corp - Right|G|N|N|100|N|N
ATMCU|AlphaTime Acquisition Corp - Unit|G|N|N|100|N|N
ATMCW|AlphaTime Acquisition Corp - Warrant|G|N|N|100|N|N
ATMV|AlphaVest Acquisition Corp - Ordinary Shares|G|N|D|100|N|N
ATMVR|AlphaVest Acquisition Corp - Right|G|N|D|100|N|N
ATMVU|AlphaVest Acquisition Corp - Unit|G|N|D|100|N|N
ATNF|180 Life Sciences Corp. - Common Stock|S|N|D|100|N|N
ATNFW|180 Life Sciences Corp. - Warrant|S|N|D|100|N|N
ATNI|ATN International, Inc. - Common Stock|Q|N|N|100|N|N
ATOM|Atomera Incorporated - Common Stock|S|N|N|100|N|N
ATOS|Atossa Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
ATPC|Agape ATP Corporation - Common Stock|S|N|D|100|N|N
ATRA|Atara Biotherapeutics, Inc. - Common Stock|Q|N|D|100|N|N
ATRC|AtriCure, Inc. - Common Stock|G|N|N|100|N|N
ATRI|Atrion Corporation - Common Stock|Q|N|N|100|N|N
ATRO|Astronics Corporation - Common Stock|Q|N|N|100|N|N
ATSG|Air Transport Services Group, Inc - Common Stock|Q|N|N|100|N|N
ATXG|Addentax Group Corp. - Common Stock|S|N|D|100|N|N
ATXI|Avenue Therapeutics, Inc. - Common Stock|S|N|D|100|N|N
ATXS|Astria Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
ATYR|aTyr Pharma, Inc. - Common Stock|S|N|N|100|N|N
AUBN|Auburn National Bancorporation, Inc. - Common Stock|G|N|N|100|N|N
AUDC|AudioCodes Ltd. - Ordinary Shares|Q|N|N|100|N|N
AUGX|Augmedix, Inc. - Common Stock|S|N|N|100|N|N
AUID|authID Inc. - Common Stock|S|N|N|100|N|N
AUMI|Themes Gold Miners ETF|G|N|N|100|Y|N
AUPH|Aurinia Pharmaceuticals Inc - Common Shares|G|N|N|100|N|N
AUR|Aurora Innovation, Inc.  - Class A Common Stock|Q|N|N|100|N|N
AURA|Aura Biosciences, Inc. - Common Stock|G|N|N|100|N|N
AUROW|Aurora Innovation, Inc.  - Warrant|Q|N|N|100|N|N
AUTL|Autolus Therapeutics plc - American Depositary Shares|Q|N|N|100|N|N
AUUD|Auddia Inc. - Common Stock|S|N|N|100|N|N
AUUDW|Auddia Inc. - Warrants|S|N|N|100|N|N
AVAH|Aveanna Healthcare Holdings Inc. - Common Stock|Q|N|N|100|N|N
AVAV|AeroVironment, Inc. - Common Stock|Q|N|N|100|N|N
AVBP|ArriVent BioPharma, Inc. - Common Stock|G|N|N|100|N|N
AVDL|Avadel Pharmaceuticals plc - Ordinary Share|G|N|N|100|N|N
AVDX|AvidXchange Holdings, Inc. - Common Stock|Q|N|N|100|N|N
AVGO|Broadcom Inc. - Common Stock|Q|N|N|100|N|N
AVGR|Avinger, Inc. - Common Stock|S|N|N|100|N|N
AVIR|Atea Pharmaceuticals, Inc. - common stock|Q|N|N|100|N|N
AVNW|Aviat Networks, Inc. - Common Stock|Q|N|N|100|N|N
AVO|Mission Produce, Inc. - Common Stock|Q|N|N|100|N|N
AVPT|AvePoint, Inc. - Class A Common Stock|Q|N|N|100|N|N
AVPTW|AvePoint, Inc. - Warrant|Q|N|N|100|N|N
AVT|Avnet, Inc. - Common Stock|Q|N|N|100|N|N
AVTE|Aerovate Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
AVTX|Avalo Therapeutics, Inc. - Common Stock|S|N|D|100|N|N
AVXC|Avantis Emerging Markets ex-China Equity ETF|G|N|N|100|Y|N
AVXL|Anavex Life Sciences Corp. - Common Stock|Q|N|N|100|N|N
AWH|Aspira Women's Health Inc. - Common Stock|S|N|D|100|N|N
AWRE|Aware, Inc. - Common Stock|G|N|N|100|N|N
AXDX|Accelerate Diagnostics, Inc. - Common Stock|S|N|D|100|N|N
AXGN|Axogen, Inc. - Common Stock|S|N|N|100|N|N
AXNX|Axonics, Inc. - Common Stock|Q|N|N|100|N|N
AXON|Axon Enterprise, Inc. - Common Stock|Q|N|N|100|N|N
AXSM|Axsome Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
AXTI|AXT Inc - Common Stock|Q|N|N|100|N|N
AY|Atlantica Sustainable Infrastructure plc - Ordinary Shares|Q|N|N|100|N|N
AYRO|AYRO, Inc. - Common Stock|S|N|N|100|N|N
AYTU|Aytu BioPharma, Inc.  - Common Stock|S|N|N|100|N|N
AZ|A2Z Smart Technologies Corp. - Common Shares|S|N|D|100|N|N
AZN|AstraZeneca PLC - American Depositary Shares|Q|N|N|100|N|N
AZPN|Aspen Technology, Inc. - Common Stock|Q|N|N|100|N|N
AZTA|Azenta, Inc. - Common Stock|Q|N|N|100|N|N
BABX|GraniteShares 2x Long BABA Daily ETF|G|N|N|100|Y|N
BACK|IMAC Holdings, Inc. - Common Stock|S|N|D|100|N|N
BAER|Bridger Aerospace Group Holdings, Inc. - Common Stock|G|N|N|100|N|N
BAERW|Bridger Aerospace Group Holdings, Inc. - Warrant|G|N|N|100|N|N
BAFN|BayFirst Financial Corp. - Common Stock|S|N|N|100|N|N
BAND|Bandwidth Inc. - Class A Common Stock|Q|N|N|100|N|N
BANF|BancFirst Corporation - Common Stock|Q|N|N|100|N|N
BANFP|BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities|Q|N|N|100|N|N
BANL|CBL International Limited - Ordinary Shares|S|N|N|100|N|N
BANR|Banner Corporation - Common Stock|Q|N|N|100|N|N
BANX|ArrowMark Financial Corp. - Closed End Fund|Q|N|N|100|N|N
BAOS|Baosheng Media Group Holdings Limited - Ordinary shares|S|N|N|100|N|N
BASE|Couchbase, Inc. - Common Stock|Q|N|N|100|N|N
BATRA|Atlanta Braves Holdings, Inc. - Series A Common Stock|Q|N|N|100|N|N
BATRK|Atlanta Braves Holdings, Inc. - Series C Common Stock|Q|N|N|100|N|N
BAYA|Bayview Acquisition Corp - Ordinary Share|G|N|N|100|N|N
BAYAR|Bayview Acquisition Corp - Right|G|N|N|100|N|N
BAYAU|Bayview Acquisition Corp - Unit|G|N|N|100|N|N
BBCP|Concrete Pumping Holdings, Inc.  - Common Stock|S|N|N|100|N|N
BBGI|Beasley Broadcast Group, Inc. - Class A Common Stock|S|N|D|100|N|N
BBH|VanEck Biotech ETF|G|N|N|100|Y|N
BBIO|BridgeBio Pharma, Inc. - Common Stock|Q|N|N|100|N|N
BBLG|Bone Biologics Corp - Common Stock|S|N|N|100|N|N
BBLGW|Bone Biologics Corp - warrants|S|N|N|100|N|N
BBSI|Barrett Business Services, Inc. - Common Stock|Q|N|N|100|N|N
BCAB|BioAtla, Inc. - Common Stock|G|N|N|100|N|N
BCAL|Southern California Bancorp - Common Stock|S|N|N|100|N|N
BCAN|BYND Cannasoft Enterprises Inc. - Common Stock|S|N|D|100|N|N
BCBP|BCB Bancorp, Inc. (NJ) - Common Stock|G|N|N|100|N|N
BCDA|BioCardia, Inc. - Common Stock|S|N|D|100|N|N
BCDAW|BioCardia, Inc. - Warrant|S|N|D|100|N|N
BCG|Binah Capital Group, Inc. - Common Stock|G|N|N|100|N|N
BCGWW|Binah Capital Group, Inc. - Warrants|S|N|N|100|N|N
BCLI|Brainstorm Cell Therapeutics Inc. - Common Stock|S|N|D|100|N|N
BCML|BayCom Corp - Common Stock|Q|N|N|100|N|N
BCOV|Brightcove Inc. - Common Stock|Q|N|N|100|N|N
BCOW|1895 Bancorp of Wisconsin, Inc. - Common Stock|S|N|N|100|N|N
BCPC|Balchem Corporation - Common Stock|Q|N|N|100|N|N
BCRX|BioCryst Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
BCSA|Blockchain Coinvestors Acquisition Corp. I - Class A Ordinary Shares|G|N|N|100|N|N
BCSAU|Blockchain Coinvestors Acquisition Corp. I - Unit|G|N|N|100|N|N
BCSAW|Blockchain Coinvestors Acquisition Corp. I - Warrant|G|N|N|100|N|N
BCTX|BriaCell Therapeutics Corp. - Common Shares|S|N|N|100|N|N
BCTXW|BriaCell Therapeutics Corp. - Warrant|S|N|N|100|N|N
BCYC|Bicycle Therapeutics plc - American Depositary Shares|Q|N|N|100|N|N
BDGS|Bridges Capital Tactical ETF|G|N|N|100|Y|N
BDRX|Biodexa Pharmaceuticals plc - American Depositary Shares|S|N|N|100|N|N
BDSX|Biodesix, Inc. - Common Stock|G|N|N|100|N|N
BDTX|Black Diamond Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
BEAM|Beam Therapeutics Inc. - Common Stock|Q|N|N|100|N|N
BEAT|Heartbeam, Inc. - Common Stock|S|N|N|100|N|N
BEATW|Heartbeam, Inc. - Warrant|S|N|N|100|N|N
BECN|Beacon Roofing Supply, Inc. - Common Stock|Q|N|N|100|N|N
BEEM|Beam Global - Common Stock|S|N|N|100|N|N
BEEZ|Honeytree U.S. Equity ETF|G|N|N|100|Y|N
BELFA|Bel Fuse Inc. - Class A Common Stock|Q|N|N|100|N|N
BELFB|Bel Fuse Inc. - Class B Common Stock|Q|N|N|100|N|N
BELT|BlackRock Long-Term U.S. Equity ETF|G|N|N|100|Y|N
BENF|Beneficient - Class A Common Stock|S|N|N|100|N|N
BENFW|Beneficient - Warrant|S|N|N|100|N|N
BETR|Better Home & Finance Holding Company - Class A Common Stock|S|N|D|100|N|N
BETRW|Better Home & Finance Holding Company - Warrant|S|N|N|100|N|N
BFC|Bank First Corporation - Common Stock|S|N|N|100|N|N
BFI|BurgerFi International Inc - Common Stock|G|N|D|100|N|N
BFIIW|BurgerFi International Inc - Warrant|G|N|N|100|N|N
BFIN|BankFinancial Corporation - Common Stock|Q|N|N|100|N|N
BFRG|Bullfrog AI Holdings, Inc. - Common Stock|S|N|N|100|N|N
BFRGW|Bullfrog AI Holdings, Inc. - Warrants|S|N|N|100|N|N
BFRI|Biofrontera Inc. - Common Stock|S|N|N|100|N|N
BFRIW|Biofrontera Inc. - Warrants|S|N|N|100|N|N
BFST|Business First Bancshares, Inc. - Common Stock|Q|N|N|100|N|N
BGC|BGC Group, Inc. - Class A Common Stock|Q|N|N|100|N|N
BGFV|Big 5 Sporting Goods Corporation - Common Stock|Q|N|N|100|N|N
BGLC|BioNexus Gene Lab Corp - Common stock|S|N|D|100|N|N
BGNE|BeiGene, Ltd. - American Depositary Shares|Q|N|N|100|N|N
BGRN|iShares USD Green Bond ETF|G|N|N|100|Y|N
BGRO|BlackRock Large Cap Growth ETF|G|N|N|100|Y|N
BGXX|Bright Green Corporation - Common Stock|S|N|D|100|N|N
BHAC|Focus Impact BH3 Acquisition Company - Class A Common Stock|G|N|N|100|N|N
BHACU|Focus Impact BH3 Acquisition Company - Units|G|N|N|100|N|N
BHACW|Focus Impact BH3 Acquisition Company - Warrants|G|N|N|100|N|N
BHAT|Blue Hat Interactive Entertainment Technology - Ordinary Shares|S|N|N|100|N|N
BHF|Brighthouse Financial, Inc. - Common Stock|Q|N|N|100|N|N
BHFAL|Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058|Q|N|N|100|N|N
BHFAM|Brighthouse Financial, Inc. - Depositary shares each representing a 1/1,000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock, Series D|Q|N|N|100|N|N
BHFAN|Brighthouse Financial, Inc. - depositary shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series C|Q|N|N|100|N|N
BHFAO|Brighthouse Financial, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 6.750% Non-Cumulative Preferred Stock, Series B|Q|N|N|100|N|N
BHFAP|Brighthouse Financial, Inc. - Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A|Q|N|N|100|N|N
BHRB|Burke & Herbert Financial Services Corp. - Common Stock|S|N|N|100|N|N
BIAF|bioAffinity Technologies, Inc. - Common Stock|S|N|N|100|N|N
BIAFW|bioAffinity Technologies, Inc. - Warrant|S|N|N|100|N|N
BIB|ProShares Ultra Nasdaq Biotechnology|G|N|N|100|Y|N
BIDU|Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share|Q|N|N|100|N|N
BIGC|BigCommerce Holdings, Inc. - Series 1 Common Stock|G|N|N|100|N|N
BIIB|Biogen Inc. - Common Stock|Q|N|N|100|N|N
BILI|Bilibili Inc. - American Depositary Shares|Q|N|N|100|N|N
BIMI|BIMI International Medical Inc. - Common Stock|S|N|E|100|N|N
BIOR|Biora Therapeutics, Inc.  - Common Stock|G|N|D|100|N|N
BIOX|Bioceres Crop Solutions Corp. - Ordinary Shares|Q|N|N|100|N|N
BIRD|Allbirds, Inc. - Class A Common Stock|Q|N|D|100|N|N
BIS|ProShares UltraShort Nasdaq Biotechnology|G|N|N|100|Y|N
BITF|Bitfarms Ltd. - Common Stock|G|N|N|100|N|N
BITS|Global X Blockchain & Bitcoin Strategy ETF|G|N|N|100|Y|N
BIVI|BioVie Inc. - Common stock|S|N|D|100|N|N
BJDX|Bluejay Diagnostics, Inc. - Common Stock|S|N|D|100|N|N
BJK|VanEck Gaming ETF|G|N|N|100|Y|N
BJRI|BJ's Restaurants, Inc. - Common Stock|Q|N|N|100|N|N
BKCH|Global X Blockchain ETF|G|N|N|100|Y|N
BKHA|Black Hawk Acquisition Corporation - Class A Ordinary Shares|G|N|N|100|N|N
BKHAR|Black Hawk Acquisition Corporation - Rights|G|N|N|100|N|N
BKHAU|Black Hawk Acquisition Corporation - Units|G|N|N|100|N|N
BKIV|BNY Mellon Innovators ETF|G|N|N|100|Y|N
BKNG|Booking Holdings Inc. - Common Stock|Q|N|N|100|N|N
BKR|Baker Hughes Company - Common Stock|Q|N|N|100|N|N
BKWO|BNY Mellon Women's Opportunities ETF|G|N|N|100|Y|N
BKYI|BIO-key International, Inc. - Common Stock|S|N|D|100|N|N
BL|BlackLine, Inc. - Common Stock|Q|N|N|100|N|N
BLAC|Bellevue Life Sciences Acquisition Corp. - Common Stock|S|N|D|100|N|N
BLACR|Bellevue Life Sciences Acquisition Corp. - Rights|S|N|N|100|N|N
BLACU|Bellevue Life Sciences Acquisition Corp. - Unit|S|N|N|100|N|N
BLACW|Bellevue Life Sciences Acquisition Corp. - Warrant|S|N|N|100|N|N
BLBD|Blue Bird Corporation - Common Stock|G|N|N|100|N|N
BLBX|Blackboxstocks Inc. - Common Stock|S|N|N|100|N|N
BLCN|Siren Nasdaq NexGen Economy ETF|G|N|N|100|Y|N
BLCR|BlackRock Large Cap Core ETF|G|N|N|100|Y|N
BLDE|Blade Air Mobility, Inc. - Class A Common Stock|S|N|N|100|N|N
BLDEW|Blade Air Mobility, Inc. - Warrants|S|N|N|100|N|N
BLDP|Ballard Power Systems, Inc. - Common Shares|G|N|N|100|N|N
BLEU|bleuacacia ltd - Class A Ordinary Shares|S|N|N|100|N|N
BLEUR|bleuacacia ltd - Rights|S|N|N|100|N|N
BLEUU|bleuacacia ltd - Units|S|N|N|100|N|N
BLEUW|bleuacacia ltd - Warrants|S|N|N|100|N|N
BLFS|BioLife Solutions, Inc. - Common Stock|S|N|N|100|N|N
BLFY|Blue Foundry Bancorp - Common Stock|Q|N|N|100|N|N
BLIN|Bridgeline Digital, Inc. - Common Stock|S|N|N|100|N|N
BLKB|Blackbaud, Inc. - Common Stock|Q|N|N|100|N|N
BLLD|JPMorgan Sustainable Infrastructure ETF|G|N|N|100|Y|N
BLMN|Bloomin' Brands, Inc. - Common Stock|Q|N|N|100|N|N
BLNK|Blink Charging Co. - Common Stock|S|N|N|100|N|N
BLRX|BioLineRx Ltd. - American Depositary Shares|S|N|D|100|N|N
BLTE|Belite Bio, Inc - American Depositary Shares|S|N|N|100|N|N
BLUE|bluebird bio, Inc. - Common Stock|Q|N|E|100|N|N
BLZE|Backblaze, Inc. - Class A Common Stock|G|N|N|100|N|N
BMBL|Bumble Inc. - common stock|Q|N|N|100|N|N
BMDL|VictoryShares WestEnd Economic Cycle Bond ETF|G|N|N|100|Y|N
BMEA|Biomea Fusion, Inc. - Common Stock|Q|N|N|100|N|N
BMR|Beamr Imaging Ltd. - Ordinary Share|S|N|N|100|N|N
BMRA|Biomerica, Inc. - Common Stock|S|N|D|100|N|N
BMRC|Bank of Marin Bancorp - Common Stock|S|N|N|100|N|N
BMRN|BioMarin Pharmaceutical Inc. - Common Stock|Q|N|N|100|N|N
BNAI|Brand Engagement Network Inc. - Common Stock|S|N|N|100|N|N
BNAIW|Brand Engagement Network Inc. - Warrant|S|N|N|100|N|N
BND|Vanguard Total Bond Market ETF|G|N|N|100|Y|N
BNDW|Vanguard Total World Bond ETF|G|N|N|100|Y|N
BNDX|Vanguard Total International Bond ETF|G|N|N|100|Y|N
BNGO|Bionano Genomics, Inc. - Common Stock|S|N|N|100|N|N
BNIX|Bannix Acquisition Corp. - Common Stock|S|N|N|100|N|N
BNIXR|Bannix Acquisition Corp. - Right|S|N|N|100|N|N
BNIXW|Bannix Acquisition Corp. - Warrant|S|N|N|100|N|N
BNOX|Bionomics Limited - American Depository Shares|G|N|N|100|N|N
BNR|Burning Rock Biotech Limited - American Depositary Shares|G|N|N|100|N|N
BNRG|Brenmiller Energy Ltd - Ordinary Shares|S|N|N|100|N|N
BNTC|Benitec Biopharma Inc. - Common Stock|S|N|N|100|N|N
BNTX|BioNTech SE - American Depositary Shares|Q|N|N|100|N|N
BNZI|Banzai International, Inc. - Class A Common Stock|G|N|D|100|N|N
BNZIW|Banzai International, Inc. - Warrant|S|N|N|100|N|N
BOCN|Blue Ocean Acquisition Corp - Class A Ordinary Shares|G|N|N|100|N|N
BOCNU|Blue Ocean Acquisition Corp - Units|G|N|N|100|N|N
BOCNW|Blue Ocean Acquisition Corp - Warrants|G|N|N|100|N|N
BOF|BranchOut Food Inc. - Common Stock|S|N|D|100|N|N
BOKF|BOK Financial Corporation - Common Stock|Q|N|N|100|N|N
BOLD|Boundless Bio, Inc. - Common Stock|Q|N|N|100|N|N
BOLT|Bolt Biotherapeutics, Inc. - Common Stock|Q|N|N|100|N|N
BON|Bon Natural Life Limited - Ordinary Shares|S|N|N|100|N|N
BOOM|DMC Global Inc. - Common Stock|Q|N|N|100|N|N
BOSC|B.O.S. Better Online Solutions - Ordinary Shares|S|N|N|100|N|N
BOTJ|Bank of the James Financial Group, Inc. - Common Stock|S|N|N|100|N|N
BOTT|Themes Robotics & Automation ETF|G|N|N|100|Y|N
BOTZ|Global X Robotics & Artificial Intelligence ETF|G|N|N|100|Y|N
BOWN|Bowen Acquisition Corp - Ordinary Shares|G|N|N|100|N|N
BOWNR|Bowen Acquisition Corp - Rights|G|N|N|100|N|N
BOWNU|Bowen Acquisition Corp - Unit|G|N|N|100|N|N
BOXL|Boxlight Corporation - Class A Common Stock|S|N|D|100|N|N
BPMC|Blueprint Medicines Corporation - Common Stock|Q|N|N|100|N|N
BPOP|Popular, Inc. - Common Stock|Q|N|N|100|N|N
BPOPM|Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities|Q|N|N|100|N|N
BPRN|Princeton Bancorp, Inc. - Common Stock|Q|N|N|100|N|N
BPTH|Bio-Path Holdings, Inc. - Common Stock|S|N|D|100|N|N
BPYPM|Brookfield Property Partners L.P. - 6.25% Class A Cumulative Redeemable Preferred Units, Series 1|Q|N|N|100|N|N
BPYPN|Brookfield Property Partners L.P. - 5.750% Class A Cumulative Redeemable Perpetual Preferred Units, Series 3|Q|N|N|100|N|N
BPYPO|Brookfield Property Partners L.P. - 6.375% Class A Cumulative Redeemable Perpetual Preferred Units, Series 2|Q|N|N|100|N|N
BPYPP|Brookfield Property Partners L.P. - 6.50% Class A Cumulative Redeemable Perpetual Preferred Units|Q|N|N|100|N|N
BRAC|Broad Capital Acquisition Corp - Common Stock|G|N|N|100|N|N
BRACR|Broad Capital Acquisition Corp - Rights|G|N|N|100|N|N
BRACU|Broad Capital Acquisition Corp - Units|G|N|N|100|N|N
BRAG|Bragg Gaming Group Inc. - Common Shares|Q|N|N|100|N|N
BREA|Brera Holdings PLC - Class B Ordinary Shares|S|N|E|100|N|N
BRFH|Barfresh Food Group Inc. - Common Stock|S|N|N|100|N|N
BRHY|BlackRock High Yield ETF|G|N|N|100|Y|N
BRID|Bridgford Foods Corporation - Common Stock|G|N|N|100|N|N
BRKH|BurTech Acquisition Corp. - Class A Common Stock|G|N|E|100|N|N
BRKHU|BurTech Acquisition Corp. - Unit|G|N|E|100|N|N
BRKHW|BurTech Acquisition Corp. - Warrants|G|N|E|100|N|N
BRKL|Brookline Bancorp, Inc. - Common Stock|Q|N|N|100|N|N
BRKR|Bruker Corporation - Common Stock|Q|N|N|100|N|N
BRLS|Borealis Foods Inc. - Class A Common Shares|S|N|N|100|N|N
BRLSW|Borealis Foods Inc. - Warrant|S|N|N|100|N|N
BRLT|Brilliant Earth Group, Inc. - Class A Common Stock|G|N|N|100|N|N
BRNS|Barinthus Biotherapeutics plc - American Depositary Shares|G|N|N|100|N|N
BRNY|Burney U.S. Factor Rotation ETF|G|N|N|100|Y|N
BROG|Brooge Energy Limited  - Ordinary Shares|S|N|E|100|N|N
BROGW|Brooge Energy Limited  - Warrant|S|N|E|100|N|N
BRRR|Valkyrie Bitcoin Fund|G|N|N|100|Y|N
BRTR|BlackRock Total Return ETF|G|N|N|100|Y|N
BRTX|BioRestorative Therapies, Inc. - Common Stock|S|N|N|100|N|N
BRY|Berry Corporation (bry) - Common Stock|Q|N|N|100|N|N
BRZE|Braze, Inc. - Class A Common Stock|Q|N|N|100|N|N
BSBK|Bogota Financial Corp. - Common Stock|S|N|N|100|N|N
BSCO|Invesco BulletShares 2024 Corporate Bond ETF|G|N|N|100|Y|N
BSCP|Invesco BulletShares 2025 Corporate Bond ETF|G|N|N|100|Y|N
BSCQ|Invesco BulletShares 2026 Corporate Bond ETF|G|N|N|100|Y|N
BSCR|Invesco BulletShares 2027 Corporate Bond ETF|G|N|N|100|Y|N
BSCS|Invesco BulletShares 2028 Corporate Bond ETF|G|N|N|100|Y|N
BSCT|Invesco BulletShares 2029 Corporate Bond ETF|G|N|N|100|Y|N
BSCU|Invesco BulletShares 2030 Corporate Bond ETF|G|N|N|100|Y|N
BSCV|Invesco BulletShares 2031 Corporate Bond ETF|G|N|N|100|Y|N
BSCW|Invesco BulletShares 2032 Corporate Bond ETF|G|N|N|100|Y|N
BSCX|Invesco BulletShares 2033 Corporate Bond ETF|G|N|N|100|Y|N
BSCY|Invesco BulletShares 2034 Corporate Bond ETF|G|N|N|100|Y|N
BSET|Bassett Furniture Industries, Incorporated - Common Stock|Q|N|N|100|N|N
BSFC|Blue Star Foods Corp. - Common stock|S|N|N|100|N|N
BSJO|Invesco BulletShares 2024 High Yield Corporate Bond ETF|G|N|N|100|Y|N
BSJP|Invesco BulletShares 2025 High Yield Corporate Bond ETF|G|N|N|100|Y|N
BSJQ|Invesco BulletShares 2026 High Yield Corporate Bond ETF|G|N|N|100|Y|N
BSJR|Invesco BulletShares 2027 High Yield Corporate Bond ETF|G|N|N|100|Y|N
BSJS|Invesco BulletShares 2028 High Yield Corporate Bond ETF|G|N|N|100|Y|N
BSJT|Invesco BulletShares 2029 High Yield Corporate Bond ETF|G|N|N|100|Y|N
BSJU|Invesco BulletShares 2030 High Yield Corporate Bond ETF|G|N|N|100|Y|N
BSJV|Invesco BulletShares 2031 High Yield Corporate Bond ETF|G|N|N|100|Y|N
BSJW|Invesco BulletShares 2032 High Yield Corporate Bond ETF|G|N|N|100|Y|N
BSMO|Invesco BulletShares 2024 Municipal Bond ETF|G|N|N|100|Y|N
BSMP|Invesco BulletShares 2025 Municipal Bond ETF|G|N|N|100|Y|N
BSMQ|Invesco BulletShares 2026 Municipal Bond ETF|G|N|N|100|Y|N
BSMR|Invesco BulletShares 2027 Municipal Bond ETF|G|N|N|100|Y|N
BSMS|Invesco BulletShares 2028 Municipal Bond ETF|G|N|N|100|Y|N
BSMT|Invesco BulletShares 2029 Municipal Bond ETF|G|N|N|100|Y|N
BSMU|Invesco BulletShares 2030 Municipal Bond ETF|G|N|N|100|Y|N
BSMV|Invesco BulletShares 2031 Municipal Bond ETF|G|N|N|100|Y|N
BSMW|Invesco BulletShares 2032 Municipal Bond ETF|G|N|N|100|Y|N
BSRR|Sierra Bancorp - Common Stock|Q|N|N|100|N|N
BSSX|Invesco BulletShares 2033 Municipal Bond ETF|G|N|N|100|Y|N
BSVN|Bank7 Corp. - Common stock|Q|N|N|100|N|N
BSVO|EA Bridgeway Omni Small-Cap Value ETF|G|N|N|100|Y|N
BSY|Bentley Systems, Incorporated - Class B Common Stock|Q|N|N|100|N|N
BTAI|BioXcel Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
BTBD|BT Brands, Inc. - Common Stock|S|N|N|100|N|N
BTBDW|BT Brands, Inc. - Warrant|S|N|N|100|N|N
BTBT|Bit Digital, Inc. - Ordinary Share|S|N|N|100|N|N
BTCS|BTCS Inc. - Common Stock|S|N|N|100|N|N
BTCT|BTC Digital Ltd. - Ordinary Shares|S|N|N|100|N|N
